Application_ID,Applicant_ID,Business_Sector,Business_Location,Business_Age,Number_of_Employees,Annual_Revenue,Application_Date,Monthly_Income,Monthly_Expenses,Cash_Flow,Loan_Amount,Loan_Tenure,Existing_Debt,Collateral_Value,Debt_to_Income,DSCR,Credit_History,Previous_Default,Previous_Loan_Count,Previous_Late_Payment,Credit_Score,Application_Status,Rejection_Reason,Processing_Time,Default_Flag,Days_Past_Due,Repayment_Status
APP00735,SME00735,Trading,Rajshahi,3.7,145,788912,2024-11-07,14831,9616,5215,135000,48,209395,132902,1.37,1.85,2.2,0,2,0,644,Rejected,Insufficient collateral,3,NA,NA,NA
APP00736,SME00736,Retail,Rajshahi,1.8,5,1788307,2024-12-21,26916,18782,8134,788000,36,200113,1146567,1.43,0.37,1.1,0,1,0,513,Rejected,High debt-to-income,3.7,NA,NA,NA
APP00737,SME00737,Retail,Barishal,5.5,19,1532535,2026-03-24,26036,21560,4476,418000,48,187128,495427,0.93,0.51,3.5,0,1,0,685,Rejected,High debt-to-income,4.2,NA,NA,NA
APP00738,SME00738,Manufacturing,Khulna,9.8,5,1335409,2025-03-01,20000,14015,5985,389000,12,265754,562605,2.73,0.3,7.9,0,3,1,566,Rejected,High debt-to-income,1.9,NA,NA,NA
APP00739,SME00739,Manufacturing,Rajshahi,3.1,8,1746182,2025-08-26,49955,23100,26855,585000,12,135131,723926,1.2,0.55,1.6,0,0,2,561,Rejected,High debt-to-income,4.1,NA,NA,NA
APP00740,SME00740,Services,Sylhet,6.7,6,5764473,2024-10-18,114703,81688,33015,2701000,48,106946,3310960,0.57,0.59,3.4,0,2,1,651,Rejected,Incomplete documentation,6.8,NA,NA,NA
APP00741,SME00741,Textiles,Dhaka,7.1,6,828241,2026-07-03,22595,9999,12596,291000,60,202477,318000,0.96,2.6,4.8,0,3,0,621,Approved,NA,15.8,0,0,Current
APP00742,SME00742,Manufacturing,Dhaka,8.2,2,621496,2024-08-11,14047,5627,8420,349000,12,546791,465241,5.31,0.3,6.6,0,6,1,573,Rejected,High debt-to-income,4.4,NA,NA,NA
APP00743,SME00743,Manufacturing,Khulna,0.9,19,863574,2024-03-18,24073,13373,10700,255000,36,29144,182132,0.4,1.51,0.7,0,0,1,518,Rejected,Insufficient collateral,8.6,NA,NA,NA
APP00744,SME00744,Textiles,Dhaka,2.8,16,1134690,2025-02-02,15451,7770,7681,636000,24,302570,634217,3.35,0.3,1.5,0,1,1,557,Rejected,High debt-to-income,6.5,NA,NA,NA
APP00745,SME00745,Agriculture,Chattogram,14.1,15,487986,2024-11-09,13719,9658,4061,227000,12,196954,136628,2.58,0.3,7.8,0,3,0,658,Rejected,High debt-to-income,5.1,NA,NA,NA
APP00746,SME00746,Retail,Barishal,0.7,3,1879207,2024-04-08,36373,16023,20350,353000,60,456512,213811,1.21,3.46,0.6,0,0,0,673,Rejected,Insufficient collateral,6.6,NA,NA,NA
APP00747,SME00747,Trading,Chattogram,5.2,7,1228872,2025-10-07,34684,25402,9282,676000,24,189760,739361,1.27,0.33,3.7,0,1,0,636,Rejected,High debt-to-income,10.3,NA,NA,NA
APP00748,SME00748,Services,Dhaka,3.7,13,1094555,2024-10-10,29438,14937,14501,183000,24,140911,168022,0.66,1.9,2.8,0,1,0,656,Rejected,Insufficient collateral,9.5,NA,NA,NA
APP00749,SME00749,Agriculture,Sylhet,17,29,1521853,2025-11-28,27001,11587,15414,664000,24,1061114,668983,4.3,0.56,9,0,5,0,733,Rejected,High debt-to-income,2.9,NA,NA,NA
APP00750,SME00750,Retail,Khulna,9.3,16,977267,2024-10-12,21988,9650,12338,456000,12,767794,346187,4.64,0.32,6.8,0,3,2,599,Rejected,High debt-to-income,9.3,NA,NA,NA
APP00751,SME00751,Trading,Sylhet,3.4,7,2747058,2026-01-18,55652,43799,11853,1380000,60,605649,882708,1.32,0.52,1.7,0,2,0,611,Rejected,Insufficient collateral,16.2,NA,NA,NA
APP00752,SME00752,Trading,Barishal,8.2,13,969603,2026-05-25,16105,9356,6749,578000,60,73636,459921,0.98,0.7,4.2,0,5,0,624,Rejected,Insufficient collateral,2.3,NA,NA,NA
APP00753,SME00753,Retail,Dhaka,9.5,8,2835623,2026-04-29,47414,19880,27534,1527000,36,53458,1034802,0.99,0.65,9.2,0,4,0,710,Rejected,Insufficient collateral,3.9,NA,NA,NA
APP00754,SME00754,Trading,Sylhet,2.5,5,2209904,2026-02-17,57294,33866,23428,876000,48,176870,786990,0.58,1.28,2.2,0,0,0,624,Rejected,Insufficient collateral,7.3,NA,NA,NA
APP00755,SME00755,Trading,Sylhet,8.4,8,726501,2024-02-17,14279,11194,3085,123000,48,2478964,130018,14.65,1.2,7.5,0,4,0,645,Rejected,High debt-to-income,7.6,NA,NA,NA
APP00756,SME00756,Trading,Chattogram,3.4,4,7481679,2024-07-30,97378,72854,24524,2430000,48,15924,3457539,0.53,0.48,2.3,0,1,0,671,Rejected,Incomplete documentation,16,NA,NA,NA
APP00757,SME00757,Manufacturing,Chattogram,3.7,5,2492811,2026-07-05,47728,25202,22526,1005000,48,223076,1141118,0.83,1.08,3,0,3,0,673,Rejected,High debt-to-income,13.2,NA,NA,NA
APP00758,SME00758,Trading,Sylhet,8.4,12,1903041,2024-04-20,55394,24317,31077,382000,12,109520,371222,0.74,0.98,6.6,0,3,0,674,Rejected,Insufficient collateral,10.4,NA,NA,NA
APP00759,SME00759,Textiles,Dhaka,2.3,22,4093906,2025-12-16,105745,55115,50630,1423000,60,526023,1365739,0.64,2.13,1.3,0,0,2,643,Rejected,Insufficient collateral,4.3,NA,NA,NA
APP00760,SME00760,Textiles,Rajshahi,4.8,3,4579732,2025-05-05,111093,84738,26355,923000,48,204776,1415105,0.33,1.37,4.6,0,2,0,731,Rejected,Incomplete documentation,2.9,NA,NA,NA
APP00761,SME00761,Textiles,Barishal,4.4,4,890613,2024-10-06,23291,15946,7345,473000,24,1186527,495401,5.09,0.37,2.8,1,0,3,500,Rejected,High debt-to-income,7.4,NA,NA,NA
APP00762,SME00762,Services,Barishal,4.3,27,212964,2024-10-10,5955,4978,977,91000,12,272061,88307,5.08,0.3,4.2,0,2,0,667,Rejected,High debt-to-income,6.9,NA,NA,NA
APP00763,SME00763,Trading,Sylhet,5.3,1,5752916,2026-08-21,118889,79029,39860,3195000,36,56914,4643699,0.79,0.45,3.6,0,0,0,598,Rejected,Incomplete documentation,16.4,NA,NA,NA
APP00764,SME00764,Trading,Barishal,1.5,12,1701934,2025-01-12,41970,28900,13070,634000,48,182068,557372,0.68,0.99,1.3,0,1,0,586,Rejected,Insufficient collateral,6.7,NA,NA,NA
APP00765,SME00765,Manufacturing,Dhaka,1.3,8,7220124,2024-10-17,110102,73154,36948,1612000,24,136184,1165320,0.71,0.55,0.7,1,0,6,452,Rejected,Previous default record,8.4,NA,NA,NA
APP00766,SME00766,Manufacturing,Chattogram,2.5,12,765720,2025-06-15,17913,13225,4688,429000,48,76925,353770,0.86,0.52,1.7,0,1,2,650,Rejected,Insufficient collateral,16.4,NA,NA,NA
APP00767,SME00767,Agriculture,Chattogram,4.4,16,2318489,2024-09-16,50515,34417,16098,920000,48,35789,871971,0.44,0.84,4.1,0,3,1,670,Rejected,Insufficient collateral,1.1,NA,NA,NA
APP00768,SME00768,Retail,Chattogram,0.9,4,1320271,2025-11-26,27754,19505,8249,555000,12,153946,775831,2.13,0.3,0.9,0,0,1,568,Rejected,High debt-to-income,3.5,NA,NA,NA
APP00769,SME00769,Retail,Chattogram,12.4,43,2943810,2024-07-15,81897,44708,37189,1716000,36,85376,1353009,0.67,0.78,10.7,0,10,0,669,Rejected,Insufficient collateral,8.1,NA,NA,NA
APP00770,SME00770,Manufacturing,Rajshahi,0.3,9,2616053,2026-05-28,46710,35712,10998,678000,24,261466,1050762,1.07,0.39,0.2,0,0,1,668,Rejected,High debt-to-income,8.2,NA,NA,NA
APP00771,SME00771,Retail,Sylhet,1.7,23,2970626,2024-06-01,58284,49179,9105,467000,24,470131,540441,1.01,0.47,1.1,0,0,0,636,Rejected,High debt-to-income,9.4,NA,NA,NA
APP00772,SME00772,Trading,Dhaka,2.4,4,675771,2024-12-28,18495,12423,6072,235000,48,10213,367192,0.31,1.24,1.8,0,0,0,646,Rejected,Incomplete documentation,13.7,NA,NA,NA
APP00773,SME00773,Retail,Chattogram,4.1,6,302283,2025-08-30,7718,5382,2336,88000,12,27035,91364,1.24,0.32,2.5,0,0,0,525,Rejected,High debt-to-income,5.7,NA,NA,NA
APP00774,SME00774,Trading,Barishal,10.2,3,2951361,2025-11-09,59427,49998,9429,1045000,24,138262,923874,0.93,0.3,8.1,0,3,0,700,Rejected,Insufficient collateral,1.7,NA,NA,NA
APP00775,SME00775,Services,Chattogram,3,9,1898180,2025-07-12,33347,16347,17000,500000,24,299397,594751,1.37,0.82,1.6,0,2,1,635,Rejected,High debt-to-income,10,NA,NA,NA
APP00776,SME00776,Trading,Dhaka,1.1,6,2419149,2025-11-13,57217,40190,17027,1073000,60,511413,1297224,1.06,0.95,1,1,0,4,450,Rejected,Previous default record,10.9,NA,NA,NA
APP00777,SME00777,Agriculture,Rajshahi,4.7,14,4490813,2024-02-23,108684,55125,53559,2641000,60,32854,2594287,0.43,1.22,3.2,0,2,2,615,Rejected,Insufficient collateral,10.1,NA,NA,NA
APP00778,SME00778,Agriculture,Sylhet,3.3,9,4106851,2024-03-12,88904,36889,52015,1776000,12,481385,2339065,2.12,0.35,2.8,0,1,0,681,Rejected,High debt-to-income,4.7,NA,NA,NA
APP00779,SME00779,Services,Sylhet,0.7,12,3310470,2024-09-30,76616,47532,29084,1044000,12,191896,744999,1.34,0.33,0.6,1,0,2,574,Rejected,Previous default record,6.8,NA,NA,NA
APP00780,SME00780,Textiles,Khulna,4.3,6,653398,2026-01-21,10715,7260,3455,260000,60,137315,390747,1.47,0.8,4.1,0,5,2,655,Rejected,High debt-to-income,3.1,NA,NA,NA
APP00781,SME00781,Manufacturing,Rajshahi,4.5,8,2072180,2024-07-31,46081,38089,7992,868000,12,67359,674566,1.69,0.3,4.4,0,3,0,594,Rejected,Insufficient collateral,4.1,NA,NA,NA
APP00782,SME00782,Manufacturing,Barishal,6.1,28,4245317,2024-06-21,60356,39859,20497,691000,36,125943,744504,0.49,1.07,5.8,0,3,1,691,Approved,NA,11.4,0,0,Current
APP00783,SME00783,Retail,Sylhet,6,2,2596923,2024-05-01,67249,43268,23981,1186000,24,201764,1549999,0.98,0.49,4.5,0,2,1,607,Rejected,Incomplete documentation,7,NA,NA,NA
APP00784,SME00784,Trading,Khulna,2,34,2405955,2025-11-12,56853,31605,25248,1235000,12,93402,1494922,1.95,0.3,1.4,0,0,1,586,Rejected,High debt-to-income,5.8,NA,NA,NA
APP00785,SME00785,Manufacturing,Dhaka,3.9,21,967820,2024-05-20,23343,17754,5589,220000,12,33904,210911,0.91,0.3,3.4,0,5,0,605,Rejected,Insufficient collateral,6.2,NA,NA,NA
APP00786,SME00786,Trading,Sylhet,13.6,9,2158746,2024-12-09,35770,20022,15748,1089000,48,19947,949361,0.68,0.69,12.1,0,11,1,710,Approved,NA,6,0,0,Current
APP00787,SME00787,Retail,Dhaka,2.9,1,2077567,2025-11-03,46555,25659,20896,1108000,12,20105,1064981,2.02,0.3,2.4,0,1,1,586,Rejected,High debt-to-income,2.9,NA,NA,NA
APP00788,SME00788,Manufacturing,Sylhet,2.5,30,2606221,2025-11-07,53988,40278,13710,1399000,24,82513,1209944,1.21,0.3,2.3,0,0,0,568,Rejected,Insufficient collateral,4.4,NA,NA,NA
APP00789,SME00789,Retail,Rajshahi,4.8,5,3118550,2026-07-22,72894,44409,28485,589000,36,71470,871330,0.31,1.74,3.1,0,3,0,706,Approved,NA,4.1,0,0,Current
APP00790,SME00790,Trading,Khulna,5.4,3,6518565,2026-03-19,154016,100525,53491,2259000,24,62591,2670490,0.65,0.57,4.9,0,2,0,681,Rejected,Incomplete documentation,6.7,NA,NA,NA
APP00791,SME00791,Agriculture,Rajshahi,2.7,8,1926105,2024-05-10,46350,38879,7471,371000,12,386849,522488,1.36,0.3,1.4,0,0,1,596,Rejected,High debt-to-income,15.5,NA,NA,NA
APP00792,SME00792,Retail,Khulna,5.3,5,2097556,2024-07-18,58223,47878,10345,846000,48,15161,790167,0.32,0.59,2.8,1,0,1,619,Rejected,Previous default record,2.5,NA,NA,NA
APP00793,SME00793,Manufacturing,Sylhet,1.1,33,3287736,2024-06-06,51187,29192,21995,876000,12,84136,779130,1.56,0.3,1,0,1,0,678,Rejected,Insufficient collateral,6,NA,NA,NA
APP00794,SME00794,Trading,Sylhet,9.8,3,1578658,2024-02-16,37504,24583,12921,759000,60,22469,614224,0.39,1.02,5,0,2,0,802,Rejected,Insufficient collateral,9.3,NA,NA,NA
APP00795,SME00795,Manufacturing,Khulna,28,6,6891567,2024-10-03,147692,121147,26545,2809000,24,147679,4181677,0.88,0.3,23.7,0,11,1,722,Rejected,High debt-to-income,4.3,NA,NA,NA
APP00796,SME00796,Trading,Dhaka,19,2,1068872,2024-03-17,15511,12378,3133,491000,60,203460,594717,1.62,0.38,17.9,0,6,1,655,Rejected,High debt-to-income,8.2,NA,NA,NA
APP00797,SME00797,Retail,Dhaka,6.7,5,526173,2024-12-30,15171,8272,6899,251000,36,1144454,165950,6.75,0.99,5.7,0,2,0,645,Rejected,High debt-to-income,1.5,NA,NA,NA
APP00798,SME00798,Trading,Sylhet,2.8,14,1306870,2024-11-12,23730,15230,8500,503000,24,1270560,639141,5.35,0.41,1.6,0,0,2,534,Rejected,High debt-to-income,4.2,NA,NA,NA
APP00799,SME00799,Services,Barishal,8.9,4,1101228,2025-02-07,29689,23108,6581,329000,24,25656,399238,0.53,0.48,8.1,0,7,1,697,Rejected,Incomplete documentation,8,NA,NA,NA
APP00800,SME00800,Trading,Chattogram,3.2,22,1442659,2026-01-12,24948,12343,12605,725000,36,264750,970156,1.69,0.63,1.8,0,0,0,604,Rejected,High debt-to-income,9,NA,NA,NA
APP00801,SME00801,Agriculture,Khulna,7.4,3,3294150,2026-03-09,88795,41045,47750,1377000,36,143910,2168215,0.57,1.25,7.2,0,7,1,716,Rejected,Incomplete documentation,10.7,NA,NA,NA
APP00802,SME00802,Agriculture,Sylhet,4.3,19,1523347,2024-09-10,24002,13224,10778,547000,36,949251,742617,3.93,0.71,4.2,0,1,0,545,Rejected,High debt-to-income,12.7,NA,NA,NA
APP00803,SME00803,Trading,Dhaka,0.9,4,3187259,2024-02-25,40904,30109,10795,1154000,24,183888,1517043,1.55,0.3,0.5,0,0,1,552,Rejected,High debt-to-income,8.1,NA,NA,NA
APP00804,SME00804,Manufacturing,Khulna,1,3,2549808,2024-11-04,65743,29218,36525,1305000,60,110843,1532583,0.47,1.68,0.9,1,0,1,547,Rejected,Previous default record,10.3,NA,NA,NA
APP00805,SME00805,Manufacturing,Khulna,9.6,3,7218453,2024-03-28,127365,61764,65601,2407000,36,9877,2982954,0.53,0.98,8.6,0,8,0,729,Rejected,Incomplete documentation,6.5,NA,NA,NA
APP00806,SME00806,Trading,Rajshahi,6.6,21,2421352,2024-04-09,52716,21903,30813,958000,36,72760,871497,0.62,1.16,3.3,0,3,0,744,Rejected,Insufficient collateral,12.8,NA,NA,NA
APP00807,SME00807,Manufacturing,Dhaka,7.7,2,1576721,2026-05-19,34247,27599,6648,662000,48,64365,547851,0.56,0.48,4.7,0,4,1,615,Rejected,Insufficient collateral,10.1,NA,NA,NA
APP00808,SME00808,Trading,Sylhet,3.5,8,3586160,2026-04-07,56013,24302,31711,1141000,12,25207,1239801,1.74,0.33,2.6,0,1,0,580,Rejected,High debt-to-income,4,NA,NA,NA
APP00809,SME00809,Retail,Barishal,7.3,5,2081887,2024-09-23,39279,27921,11358,1140000,60,165769,1545300,0.84,0.6,3.7,1,1,4,605,Rejected,Previous default record,2.4,NA,NA,NA
APP00810,SME00810,Manufacturing,Barishal,6.5,7,1098346,2025-02-25,20786,17598,3188,370000,12,678199,469944,4.2,0.3,5.9,0,3,0,588,Rejected,High debt-to-income,9.6,NA,NA,NA
APP00811,SME00811,Trading,Sylhet,2.7,1,1577443,2025-03-22,23839,11430,12409,805000,48,161714,1057937,1.27,0.74,2.4,0,2,1,611,Rejected,High debt-to-income,2.4,NA,NA,NA
APP00812,SME00812,Agriculture,Barishal,1.1,9,5118246,2025-08-24,68912,53061,15851,1553000,12,120869,1012838,2.02,0.3,0.9,0,0,0,585,Rejected,High debt-to-income,12.4,NA,NA,NA
APP00813,SME00813,Retail,Dhaka,2.9,4,2306474,2025-03-06,52808,31674,21134,580000,12,82166,351019,1.04,0.44,2.6,0,1,0,606,Rejected,Insufficient collateral,2.8,NA,NA,NA
APP00814,SME00814,Manufacturing,Dhaka,11.5,3,4800246,2025-06-13,63045,37170,25875,2092000,60,93429,2047035,0.68,0.74,7.7,1,1,1,633,Rejected,Previous default record,7,NA,NA,NA
APP00815,SME00815,Services,Sylhet,8.2,1,1526479,2025-01-10,35856,25121,10735,913000,48,470122,1217848,1.62,0.56,4.5,0,4,0,650,Rejected,High debt-to-income,6,NA,NA,NA
APP00816,SME00816,Manufacturing,Sylhet,6.8,12,1278858,2026-07-28,26308,11910,14398,728000,24,607956,579716,3.08,0.47,6.3,0,3,0,649,Rejected,High debt-to-income,12.1,NA,NA,NA
APP00817,SME00817,Agriculture,Dhaka,10.7,8,517161,2024-04-18,10454,8759,1695,150000,36,275796,183787,2.6,0.41,8.1,0,8,0,672,Rejected,High debt-to-income,3.1,NA,NA,NA
APP00818,SME00818,Trading,Chattogram,8.8,8,5823299,2024-02-24,142473,70925,71548,2963000,60,395145,3905884,0.58,1.45,5,0,0,0,718,Approved,NA,8.8,0,0,Current
APP00819,SME00819,Trading,Rajshahi,3.4,20,922065,2025-09-24,19656,16437,3219,475000,12,32909,408105,2.15,0.3,3,0,0,0,667,Rejected,High debt-to-income,8,NA,NA,NA
APP00820,SME00820,Manufacturing,Rajshahi,8.5,5,675620,2026-06-08,10668,5090,5578,203000,24,294310,271309,3.09,0.66,7.6,0,5,0,617,Rejected,High debt-to-income,4.8,NA,NA,NA
APP00821,SME00821,Trading,Rajshahi,3.3,5,4630959,2024-11-05,79985,67061,12924,2651000,36,33791,1891208,0.96,0.3,2.8,0,1,0,598,Rejected,Insufficient collateral,7.8,NA,NA,NA
APP00822,SME00822,Manufacturing,Rajshahi,9.7,3,2650774,2025-01-29,69349,30819,38530,1178000,12,31880,1203610,1.45,0.39,9.1,1,4,2,513,Rejected,Previous default record,6.4,NA,NA,NA
APP00823,SME00823,Retail,Khulna,4.1,2,844350,2024-11-25,21221,12887,8334,217000,48,89116,222938,0.56,1.84,3.5,0,5,0,727,Approved,NA,3.8,0,0,Current
APP00824,SME00824,Trading,Sylhet,4.3,6,4316306,2025-12-02,116191,83354,32837,2583000,48,1229167,2447025,1.34,0.61,2.3,0,1,0,647,Rejected,Insufficient collateral,3.8,NA,NA,NA
APP00825,SME00825,Trading,Barishal,5.4,4,1950419,2025-07-22,37377,25975,11402,338000,24,168649,503170,0.75,0.81,3.9,0,2,0,623,Rejected,Incomplete documentation,3.3,NA,NA,NA
APP00826,SME00826,Textiles,Sylhet,7,5,4311139,2026-01-08,90967,59018,31949,2520000,24,290837,1970610,1.42,0.3,6,0,2,0,656,Rejected,Insufficient collateral,2.6,NA,NA,NA
APP00827,SME00827,Trading,Dhaka,5.8,3,2884299,2026-04-22,45972,21298,24674,1676000,12,859310,1955671,4.6,0.3,4,0,2,0,624,Rejected,High debt-to-income,5.8,NA,NA,NA
APP00828,SME00828,Trading,Dhaka,9.2,15,1792801,2026-01-16,37392,28727,8665,541000,60,190998,500948,0.67,0.96,5.8,0,4,0,738,Rejected,Insufficient collateral,3.4,NA,NA,NA
APP00829,SME00829,Trading,Dhaka,2.8,12,2827025,2026-05-07,63695,29084,34611,796000,36,59412,925399,0.42,1.57,1.5,0,0,1,587,Rejected,High debt-to-income,5.5,NA,NA,NA
APP00830,SME00830,Trading,Barishal,6.5,9,8248000,2026-01-08,235910,96436,139474,3891000,12,872814,5055794,1.68,0.43,6,0,1,0,659,Rejected,High debt-to-income,8.7,NA,NA,NA
APP00831,SME00831,Trading,Dhaka,4.7,4,1189419,2026-03-27,17424,8022,9402,568000,36,25627,610474,1.03,0.6,3.8,0,2,0,612,Rejected,High debt-to-income,10,NA,NA,NA
APP00832,SME00832,Retail,Dhaka,3.4,25,1292854,2026-05-01,25482,17720,7762,210000,24,154443,145382,0.85,0.89,2.7,0,1,1,633,Rejected,Insufficient collateral,7.9,NA,NA,NA
APP00833,SME00833,Trading,Dhaka,14.9,3,634494,2026-01-17,15959,9174,6785,148000,24,375151,106327,2.35,1.1,13.9,0,1,0,626,Rejected,High debt-to-income,16.4,NA,NA,NA
APP00834,SME00834,Retail,Barishal,9.5,2,3068280,2025-01-20,38767,18578,20189,692000,36,1772299,534353,4.31,1.05,7.6,1,6,4,475,Rejected,High debt-to-income,9.9,NA,NA,NA
APP00835,SME00835,Manufacturing,Chattogram,13.7,15,3725662,2024-01-04,94748,58636,36112,1797000,36,258132,1936973,0.75,0.72,10.9,0,5,0,710,Rejected,Incomplete documentation,17.5,NA,NA,NA
APP00836,SME00836,Manufacturing,Barishal,4.5,15,1477522,2024-12-12,31515,24734,6781,273000,36,49470,393446,0.37,0.89,3.2,0,0,0,696,Rejected,Incomplete documentation,15.1,NA,NA,NA
APP00837,SME00837,Trading,Rajshahi,24.6,3,3451470,2026-08-31,95397,69389,26008,1494000,36,65391,2048333,0.49,0.63,17.3,0,8,0,781,Approved,NA,7.6,0,0,Current
APP00838,SME00838,Manufacturing,Dhaka,2.1,13,1947729,2025-11-20,53050,41979,11071,355000,60,75384,484830,0.23,1.87,1.7,0,3,1,632,Rejected,Incomplete documentation,6.8,NA,NA,NA
APP00839,SME00839,Agriculture,Barishal,3.3,6,1450482,2025-09-04,20705,12304,8401,761000,12,387996,878935,4.62,0.3,2.7,0,1,0,593,Rejected,High debt-to-income,10.9,NA,NA,NA
APP00840,SME00840,Trading,Sylhet,4.8,13,5971514,2024-08-22,149398,76326,73072,2949000,36,53278,3724929,0.58,0.89,4.7,0,2,0,648,Rejected,High debt-to-income,19.3,NA,NA,NA
APP00841,SME00841,Services,Sylhet,7.6,13,2110438,2025-08-22,39508,26900,12608,742000,12,382302,716830,2.37,0.3,5.9,0,5,0,624,Rejected,High debt-to-income,1.9,NA,NA,NA
APP00842,SME00842,Services,Barishal,6.3,19,303433,2024-10-25,7641,4506,3135,55000,48,659660,33404,7.34,2.74,4.8,0,2,2,674,Rejected,High debt-to-income,4.3,NA,NA,NA
APP00843,SME00843,Trading,Sylhet,5.6,7,322853,2025-02-22,4633,3830,803,98000,36,59742,126896,1.66,0.3,3.3,0,0,1,631,Rejected,High debt-to-income,10.7,NA,NA,NA
APP00844,SME00844,Manufacturing,Barishal,7.9,7,2343987,2026-04-05,58690,34877,23813,1276000,24,105926,1425082,1.06,0.45,5.9,0,5,1,619,Rejected,High debt-to-income,5.2,NA,NA,NA
APP00845,SME00845,Manufacturing,Rajshahi,3.9,6,1588005,2024-01-09,32020,14667,17353,883000,36,237155,1201622,1.38,0.71,2.6,0,2,0,504,Rejected,High debt-to-income,7.8,NA,NA,NA
APP00846,SME00846,Trading,Barishal,0.5,7,3693276,2024-11-27,68455,31820,36635,1844000,24,121860,1993461,1.27,0.48,0.3,1,0,1,540,Rejected,Previous default record,15.5,NA,NA,NA
APP00847,SME00847,Trading,Rajshahi,8.2,4,3382186,2024-07-31,72331,54258,18073,2013000,24,103097,2162077,1.28,0.3,5.9,0,3,0,722,Rejected,High debt-to-income,4.1,NA,NA,NA
APP00848,SME00848,Retail,Dhaka,4.7,16,2885665,2026-08-23,46932,23261,23671,540000,60,520371,625334,1.12,2.63,4.4,1,2,2,588,Rejected,Previous default record,8.8,NA,NA,NA
APP00849,SME00849,Services,Khulna,19.2,11,1586736,2024-04-29,34885,19735,15150,773000,60,237290,954916,0.94,1.18,13.3,0,7,0,713,Approved,NA,6.2,0,0,Current
APP00850,SME00850,Trading,Sylhet,11.4,2,3838179,2024-04-05,82322,61419,20903,991000,12,35650,1001203,1.04,0.3,6.9,0,9,0,777,Rejected,High debt-to-income,9.1,NA,NA,NA
APP00851,SME00851,Manufacturing,Dhaka,9,24,2970705,2026-08-29,40784,34005,6779,1191000,36,1604006,1162615,4.09,0.3,5.6,1,3,4,499,Rejected,High debt-to-income,10.7,NA,NA,NA
APP00852,SME00852,Services,Rajshahi,18.2,5,1601240,2025-01-29,22251,12211,10040,471000,36,342850,400095,1.87,0.77,13.3,0,4,1,702,Rejected,Insufficient collateral,7.4,NA,NA,NA
APP00853,SME00853,Retail,Khulna,7.3,7,531575,2025-09-22,7738,5692,2046,197000,48,48428,194019,1.05,0.5,7.3,0,7,1,633,Rejected,Insufficient collateral,14.5,NA,NA,NA
APP00854,SME00854,Retail,Chattogram,9.4,1,4068817,2024-07-06,105823,42761,63062,1521000,12,75154,1767869,1.26,0.5,7.2,0,5,1,650,Rejected,High debt-to-income,17.8,NA,NA,NA
APP00855,SME00855,Manufacturing,Khulna,6.7,8,2661517,2024-03-25,69642,43288,26354,1273000,36,158918,933745,0.7,0.75,4.8,0,2,1,662,Rejected,Insufficient collateral,10.1,NA,NA,NA
APP00856,SME00856,Trading,Chattogram,2.2,3,3838220,2026-06-15,99164,73452,25712,2091000,12,199808,2603950,1.93,0.3,1.1,0,0,1,503,Rejected,High debt-to-income,9.1,NA,NA,NA
APP00857,SME00857,Manufacturing,Khulna,7.3,9,617981,2024-08-31,17327,10567,6760,264000,36,390193,305557,2.3,0.92,4.4,0,2,2,637,Rejected,High debt-to-income,3.3,NA,NA,NA
APP00858,SME00858,Agriculture,Chattogram,2.5,12,1612554,2024-07-23,42106,30084,12022,545000,24,103608,406333,0.74,0.53,1.9,1,1,1,574,Rejected,Previous default record,3.6,NA,NA,NA
APP00859,SME00859,Retail,Sylhet,5.9,6,1698530,2026-07-15,32247,14146,18101,572000,24,54664,594141,0.88,0.76,5.1,0,1,1,652,Rejected,High debt-to-income,16.4,NA,NA,NA
APP00860,SME00860,Agriculture,Khulna,4.4,4,1321095,2025-07-08,38012,18630,19382,776000,12,81444,1235848,1.88,0.3,3.3,1,2,4,500,Rejected,Previous default record,4.5,NA,NA,NA
APP00861,SME00861,Textiles,Rajshahi,2.8,34,2398111,2025-08-23,60809,37425,23384,1222000,24,704915,1046608,1.8,0.46,1.7,0,1,0,638,Rejected,Insufficient collateral,12.2,NA,NA,NA
APP00862,SME00862,Manufacturing,Barishal,4.8,12,8121438,2025-02-12,102401,83572,18829,4161000,12,249065,5641389,3.59,0.3,3.6,0,2,1,589,Rejected,High debt-to-income,10.6,NA,NA,NA
APP00863,SME00863,Retail,Chattogram,4.8,4,1400680,2025-05-10,21611,15876,5735,318000,48,189161,194334,1.04,0.87,4.8,1,4,1,590,Rejected,Previous default record,2.9,NA,NA,NA
APP00864,SME00864,Trading,Sylhet,6.1,5,2901235,2025-03-24,66578,30640,35938,1497000,24,65660,1317414,1.02,0.58,4.3,0,2,0,647,Rejected,Insufficient collateral,14.7,NA,NA,NA
APP00865,SME00865,Retail,Dhaka,2.2,4,7817725,2024-09-19,222310,95646,126664,1606000,12,139402,2415272,0.65,0.95,1.6,0,1,1,646,Rejected,Incomplete documentation,6.2,NA,NA,NA
APP00866,SME00866,Services,Rajshahi,3.2,3,2591077,2025-10-25,73937,36319,37618,844000,24,133218,1320915,0.63,1.07,2.5,0,3,1,611,Approved,NA,14.6,0,0,Current
APP00867,SME00867,Trading,Rajshahi,4,6,5512830,2026-08-31,87298,45772,41526,867000,36,55388,1231524,0.33,1.72,2.7,0,1,0,627,Approved,NA,1.5,0,0,Current
